Ville,Date,Marque,Modèle,Essieus,CARROSSERIE,PTAC,ENERGIE,PUISSANCE,Places assises,PAYS,TYPE,Numéro ligne,USAGE,QUALITE
Jendouba,7/31/2025 10:27,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,77377,-TRAVAUX PUBLICS,Locataire Leasing
Jendouba,7/31/2025 12:20,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,77376,-TRAVAUX PUBLICS,Locataire Leasing
Jendouba,11/3/2025 0:00,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,85615,-TRAVAUX PUBLICS,Locataire Leasing
Jendouba,11/11/2025 0:00,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,85613,-TRAVAUX PUBLICS,Locataire Leasing
Jendouba,11/14/2025 0:00,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,7.865,GASOIL,18,1,ROYAUME-UNI,TRACTOPELLE,85603,-TRAVAUX PUBLICS,Locataire Leasing
Jendouba,1/8/2026 14:11,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,89959,-TRAVAUX PUBLICS,Locataire Leasing
Jendouba,1/12/2026 10:05,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,89963,-TRAVAUX PUBLICS,Locataire Leasing
Jendouba,1/21/2026 15:08,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,89961,-TRAVAUX PUBLICS,Proprietaire
Kairouan,12/15/2021 15:05,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,10513,,Proprietaire
Kairouan,6/3/2022 14:20,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.77,GASOIL,18,1,TURQUIE,TRACTOPELLE,15359,,Locataire Leasing
Kairouan,7/1/2022 10:26,CASE,CASE 580T,2 Essieus,TRACTOPELLE,8.85,GASOIL,18,1,ITALIE,TRACTOPELLE,15319,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,7/14/2022 10:56,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.77,GASOIL,18,1,TURQUIE,TRACTOPELLE,15352,-INDUSTRIEL,Locataire Leasing
Kairouan,7/28/2022 8:21,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,9.3,GASOIL,16,1,ITALIE,TRACTOPELLE,15318,-TRAVAUX PUBLICS,Proprietaire
Kairouan,8/11/2022 12:28,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.77,GASOIL,18,1,TURQUIE,TRACTOPELLE,15350,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,8/12/2022 9:06,CUKUROVA,CUKUROVA 880S,2 Essieus,TRACTOPELLE,7.75,GASOIL,18,1,TURQUIE,TRACTOPELLE,15343,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,9/9/2022 15:14,CUKUROVA,CUKUROVA 880S,2 Essieus,TRACTOPELLE,7.75,GASOIL,18,1,TURQUIE,TRACTOPELLE,15342,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,11/29/2022 15:39,CUKUROVA,CUKUROVA 883,2 Essieus,TRACTOPELLE,7.9,GASOIL,18,1,TURQUIE,TRACTOPELLE,15435,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,12/28/2022 9:53,MAXBULL,MAXBULL MBL388,2 Essieus,TRACTOPELLE,0,GASOIL,17,1,CHINE,TRACTOPELLE,16870,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,7/21/2023 10:14,MAHINDRA,MAHINDRA SX,2 Essieus,TRACTOPELLE,7.975,GASOIL,14,1,INDE,TRACTOPELLE,39899,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,7/24/2023 12:41,GEHL,GEHL GBL-X920,2 Essieus,TRACTOPELLE,8.085,GASOIL,18,1,USA,TRACTOPELLE,39955,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,10/11/2023 10:25,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,44615,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,11/17/2023 9:13,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,45893,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,12/26/2023 14:47,MST,MST M542,2 Essieus,TRACTOPELLE,9.7,GASOIL,18,1,TURQUIE,TRACTOPELLE,47145,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,2/7/2024 0:00,NEW HOLLAND,NEW HOLLAND B80B,2 Essieus,TRACTOPELLE,7.715,GASOIL,16,1,ITALIE,TRACTOPELLE,49561,-TRAVAUX PUBLICS,Proprietaire
Kairouan,4/1/2024 12:54,CUKUROVA,CUKUROVA 883,2 Essieus,TRACTOPELLE,7.895,GASOIL,18,1,TURQUIE,TRACTOPELLE,52054,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,4/25/2024 10:04,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,8.105,GASOIL,18,1,FRANCE,TRACTOPELLE,53206,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,4/25/2024 10:07,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,8.105,GASOIL,18,1,FRANCE,TRACTOPELLE,53207,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,7/31/2024 12:43,MST,MST M542,2 Essieus,TRACTOPELLE,9.7,GASOIL,18,1,TURQUIE,TRACTOPELLE,57452,-TRAVAUX PUBLICS,Proprietaire
Kairouan,8/23/2024 10:34,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,58378,-TRAVAUX PUBLICS,Proprietaire
Kairouan,8/26/2024 9:45,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,58374,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,1/16/2025 13:48,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,67022,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,1/20/2025 14:16,CUKUROVA,CUKUROVA 883,2 Essieus,TRACTOPELLE,7.895,GASOIL,18,1,TURQUIE,TRACTOPELLE,66994,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,2/6/2025 9:48,MECALAC,MECALAC TLB870,2 Essieus,TRACTOPELLE,7.495,GASOIL,18,1,FRANCE,TRACTOPELLE,69145,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,2/19/2025 10:43,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,68909,-TRAVAUX PUBLICS,Proprietaire
Kairouan,2/20/2025 16:24,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,68874,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,3/6/2025 12:09,MST,MST M542,2 Essieus,TRACTOPELLE,8.325,GASOIL,18,1,TURQUIE,TRACTOPELLE,70958,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,5/9/2025 10:27,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,74090,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,5/12/2025 15:46,CASE,CASE 580 V,2 Essieus,TRACTOPELLE,8.085,GASOIL,18,1,ITALIE,TRACTOPELLE,74088,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,5/21/2025 9:57,MST,MST M542,2 Essieus,TRACTOPELLE,8.325,GASOIL,18,1,TURQUIE,TRACTOPELLE,74418,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,9/29/2025 16:26,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,81627,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,10/7/2025 16:12,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,83783,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,12/9/2025 14:46,CASE,CASE 580 V,2 Essieus,TRACTOPELLE,8.085,GASOIL,18,1,ITALIE,TRACTOPELLE,87453,-TRAVAUX PUBLICS,Locataire Leasing
Kairouan,2/2/2026 8:37,MAHINDRA,MAHINDRA VX,2 Essieus,TRACTOPELLE,8.295,GASOIL,14,1,INDE,TRACTOPELLE,92122,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,2/3/2021 16:38,MST,MST M542,2 Essieus,TRACTOPELLE,9.7,GASOIL,18,1,TURQUIE,TRACTOPELLE,10952,,Proprietaire
Kasserine,2/25/2021 12:24,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,10503,,Locataire Leasing
Kasserine,10/12/2021 11:47,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,9.975,GASOIL,18,1,FRANCE,TRACTOPELLE,10895,,Locataire Leasing
Kasserine,1/3/2022 14:31,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.77,GASOIL,18,1,TURQUIE,TRACTOPELLE,15376,-INDUSTRIEL,Locataire Leasing
Kasserine,1/12/2022 9:42,CATERPILLAR,CATERPILLAR 426F2,2 Essieus,TRACTOPELLE,8.76,GASOIL,18,1,USA,TRACTOPELLE,15341,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,3/23/2022 10:14,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,15391,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,11/1/2022 14:12,CATERPILLAR,CATERPILLAR 426F2,2 Essieus,TRACTOPELLE,8.76,GASOIL,18,1,USA,TRACTOPELLE,15431,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,12/28/2022 14:38,CUKUROVA,CUKUROVA 880S,2 Essieus,TRACTOPELLE,7.745,GASOIL,18,1,TURQUIE,TRACTOPELLE,15892,-TRAVAUX PUBLICS,Proprietaire
Kasserine,6/13/2023 14:02,MST,MST M542,2 Essieus,TRACTOPELLE,9.7,GASOIL,18,1,TURQUIE,TRACTOPELLE,38512,-TRAVAUX PUBLICS,Proprietaire
Kasserine,7/18/2023 9:36,CUKUROVA,CUKUROVA 880S,2 Essieus,TRACTOPELLE,7.745,GASOIL,18,1,TURQUIE,TRACTOPELLE,39772,-TRAVAUX PUBLICS,Proprietaire
Kasserine,12/21/2023 16:08,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,8.115,GASOIL,18,1,USA,TRACTOPELLE,46947,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,1/12/2024 15:15,MST,MST M542,2 Essieus,TRACTOPELLE,9.7,GASOIL,18,1,TURQUIE,TRACTOPELLE,48366,-TRAVAUX PUBLICS,Proprietaire
Kasserine,2/16/2024 0:00,CATERPILLAR,CATERPILLAR 428,2 Essieus,TRACTOPELLE,7.955,GASOIL,18,1,USA,TRACTOPELLE,49323,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,3/11/2024 11:01,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,51086,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,4/5/2024 12:56,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,8.115,GASOIL,18,1,USA,TRACTOPELLE,52460,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,5/21/2024 13:57,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,9.3,GASOIL,16,1,ITALIE,TRACTOPELLE,54768,-INDUSTRIEL,Locataire Leasing
Kasserine,9/3/2024 14:06,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,8.115,GASOIL,18,1,USA,TRACTOPELLE,59801,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,11/29/2024 14:53,MST,MST M544,2 Essieus,TRACTOPELLE,11,GASOIL,18,1,TURQUIE,TRACTOPELLE,63723,-TRAVAUX PUBLICS,Proprietaire
Kasserine,1/16/2025 13:42,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,67023,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,1/16/2025 15:10,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,67018,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,2/13/2025 15:16,MST,MST M542,2 Essieus,TRACTOPELLE,8.325,GASOIL,18,1,TURQUIE,TRACTOPELLE,69165,-INDUSTRIEL,Proprietaire
Kasserine,2/21/2025 14:10,ESCORTS LIMITED,ESCORTS LIMITED DIGMAX II,2 Essieus,TRACTOPELLE,10.78,GASOIL,17,1,INDE,TRACTOPELLE,68896,-TRAVAUX PUBLICS,Proprietaire
Kasserine,4/3/2025 17:01,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,72333,-TRAVAUX PUBLICS,
Kasserine,4/22/2025 15:26,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,72407,-TRAVAUX PUBLICS,
Kasserine,5/20/2025 17:24,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,74089,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,6/4/2025 11:06,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,76001,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,8/25/2025 12:33,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,79617,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,9/26/2025 10:35,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,8.115,GASOIL,18,1,USA,TRACTOPELLE,81629,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,11/17/2025 0:00,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,85610,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,12/26/2025 14:52,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,7.975,GASOIL,16,1,ITALIE,TRACTOPELLE,87891,-TRAVAUX PUBLICS,Proprietaire
Kasserine,12/26/2025 14:55,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,7.975,GASOIL,16,1,ITALIE,TRACTOPELLE,87888,-TRAVAUX PUBLICS,Proprietaire
Kasserine,1/21/2026 10:56,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,8.115,GASOIL,18,1,USA,TRACTOPELLE,89942,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,2/2/2026 14:41,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,8.115,GASOIL,18,1,USA,TRACTOPELLE,91699,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,2/6/2026 13:51,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,91736,-TRAVAUX PUBLICS,Locataire Leasing
Kasserine,2/17/2026 15:45,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,91734,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,5/6/2021 12:48,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,10508,,Locataire Leasing
Kebili,7/16/2021 8:20,CATERPILLAR,CATERPILLAR 426F2,2 Essieus,TRACTOPELLE,8.76,GASOIL,18,1,USA,TRACTOPELLE,53,,Locataire Leasing
Kebili,11/19/2021 10:30,CATERPILLAR,CATERPILLAR 426F2,2 Essieus,TRACTOPELLE,8.76,GASOIL,18,1,USA,TRACTOPELLE,59,,
Kebili,12/2/2021 9:22,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,10512,,Locataire Leasing
Kebili,1/27/2022 10:44,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,15397,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,2/24/2022 0:00,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.77,GASOIL,18,1,TURQUIE,TRACTOPELLE,15369,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,3/22/2022 11:06,NEW HOLLAND,NEW HOLLAND B80B,2 Essieus,TRACTOPELLE,7.74,GASOIL,16,1,ITALIE,TRACTOPELLE,15429,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,3/31/2022 9:12,CASE,CASE 580T,2 Essieus,TRACTOPELLE,8.85,GASOIL,18,1,ITALIE,TRACTOPELLE,15322,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,4/5/2022 10:45,CUKUROVA,CUKUROVA 883,2 Essieus,TRACTOPELLE,9.5,GASOIL,18,1,TURQUIE,TRACTOPELLE,15344,,Locataire Leasing
Kebili,6/17/2022 16:16,NEW HOLLAND,NEW HOLLAND B80B,2 Essieus,TRACTOPELLE,7.74,GASOIL,16,1,ITALIE,TRACTOPELLE,15427,,Locataire Leasing
Kebili,10/18/2022 16:32,MST,MST M542,2 Essieus,TRACTOPELLE,9.7,GASOIL,18,1,TURQUIE,TRACTOPELLE,15417,-TRAVAUX PUBLICS,Proprietaire
Kebili,3/7/2023 14:15,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,0,GASOIL,16,1,ITALIE,TRACTOPELLE,34424,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,4/24/2023 14:09,MST,MST M542,2 Essieus,TRACTOPELLE,9.7,GASOIL,18,1,TURQUIE,TRACTOPELLE,35831,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,9/12/2023 14:41,MAHINDRA,MAHINDRA SX,2 Essieus,TRACTOPELLE,8.045,GASOIL,14,1,INDE,TRACTOPELLE,42428,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,3/1/2024 11:21,GEHL,GEHL GBL-X920,2 Essieus,TRACTOPELLE,8.085,GASOIL,18,1,USA,TRACTOPELLE,51282,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,9/26/2024 14:43,CASE,CASE 580 V,2 Essieus,TRACTOPELLE,8.085,GASOIL,18,1,ITALIE,TRACTOPELLE,59818,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,10/24/2024 16:10,NEW HOLLAND,NEW HOLLAND B80B,2 Essieus,TRACTOPELLE,7.715,GASOIL,16,1,ITALIE,TRACTOPELLE,61717,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,1/14/2025 14:34,CASE,CASE 580 V,2 Essieus,TRACTOPELLE,8.085,GASOIL,18,1,ITALIE,TRACTOPELLE,67012,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,1/17/2025 15:59,CASE,CASE 580 V,2 Essieus,TRACTOPELLE,8.085,GASOIL,18,1,ITALIE,TRACTOPELLE,67013,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,2/28/2025 14:39,CASE,CASE 580 V,2 Essieus,TRACTOPELLE,8.085,GASOIL,18,1,ITALIE,TRACTOPELLE,68903,-TRAVAUX PUBLICS,Proprietaire
Kebili,3/11/2025 14:22,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,0,GASOIL,16,1,ITALIE,TRACTOPELLE,70964,-TRAVAUX PUBLICS,Proprietaire
Kebili,7/16/2025 12:13,CUKUROVA,CUKUROVA 883,2 Essieus,TRACTOPELLE,7.895,GASOIL,18,1,TURQUIE,TRACTOPELLE,77354,-TRAVAUX PUBLICS,Proprietaire
Kebili,12/30/2025 11:15,CASE,CASE 580 V,2 Essieus,TRACTOPELLE,8.085,GASOIL,18,1,ITALIE,TRACTOPELLE,87455,-TRAVAUX PUBLICS,Locataire Leasing
Kebili,1/15/2026 14:43,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,8.105,GASOIL,18,1,FRANCE,TRACTOPELLE,90219,-TRAVAUX PUBLICS,Locataire Leasing
Le Kef,1/22/2021 12:11,MST,MST M542,2 Essieus,TRACTOPELLE,9.7,GASOIL,18,1,TURQUIE,TRACTOPELLE,10946,,Locataire Leasing
Le Kef,2/22/2021 10:56,MAHINDRA,MAHINDRA SX,2 Essieus,TRACTOPELLE,8.5,GASOIL,14,1,INDE,TRACTOPELLE,10661,,Proprietaire
Le Kef,2/26/2021 9:51,MST,MST M542,2 Essieus,TRACTOPELLE,9.7,GASOIL,18,1,TURQUIE,TRACTOPELLE,10948,,Proprietaire
Le Kef,3/8/2022 9:33,JCB,JCB 3DX,2 Essieus,TRACTOPELLE,12.51,GASOIL,18,1,ROYAUME-UNI,TRACTOPELLE,15385,-INDUSTRIEL,Proprietaire
Le Kef,2/10/2023 9:10,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,9.3,GASOIL,16,1,ITALIE,TRACTOPELLE,33295,-TRAVAUX PUBLICS,Locataire Leasing
Le Kef,1/16/2024 16:04,CUKUROVA,CUKUROVA 880S,2 Essieus,TRACTOPELLE,7.745,GASOIL,18,1,TURQUIE,TRACTOPELLE,48142,-TRAVAUX PUBLICS,Proprietaire
Le Kef,6/27/2024 15:18,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,9.235,GASOIL,18,1,TURQUIE,TRACTOPELLE,55874,-TRAVAUX PUBLICS,Locataire Leasing
Le Kef,9/24/2024 13:52,CUKUROVA,CUKUROVA 880S,2 Essieus,TRACTOPELLE,7.745,GASOIL,18,1,TURQUIE,TRACTOPELLE,59803,-TRAVAUX PUBLICS,Proprietaire
Le Kef,12/6/2024 9:29,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,0,GASOIL,18,1,JAPON,TRACTOPELLE,65267,-TRAVAUX PUBLICS,Locataire Leasing
Le Kef,6/4/2025 17:02,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,75998,-TRAVAUX PUBLICS,Locataire Leasing
Le Kef,10/1/2025 11:26,MST,MST M542,2 Essieus,TRACTOPELLE,8.325,GASOIL,18,1,TURQUIE,TRACTOPELLE,84168,-TRAVAUX PUBLICS,Locataire Leasing
Le Kef,12/23/2025 11:45,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,7.975,GASOIL,16,1,ITALIE,TRACTOPELLE,87885,-TRAVAUX PUBLICS,Proprietaire
Le Kef,2/20/2026 10:42,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,7.865,GASOIL,18,1,ROYAUME-UNI,TRACTOPELLE,91731,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,2/2/2021 13:48,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,27,,Locataire Leasing
Mahdia,2/5/2021 15:32,MAHINDRA,MAHINDRA SX,2 Essieus,TRACTOPELLE,8.5,GASOIL,14,1,INDE,TRACTOPELLE,10662,,Locataire Leasing
Mahdia,9/15/2021 10:17,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,9.8,GASOIL,16,1,ROYAUME-UNI,TRACTOPELLE,10423,,Proprietaire
Mahdia,9/15/2021 10:24,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,9.8,GASOIL,16,1,ROYAUME-UNI,TRACTOPELLE,10432,,Proprietaire
Mahdia,9/15/2021 10:28,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,9.8,GASOIL,16,1,ROYAUME-UNI,TRACTOPELLE,10421,,Proprietaire
Mahdia,9/15/2021 10:31,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,9.8,GASOIL,16,1,ROYAUME-UNI,TRACTOPELLE,10433,,Proprietaire
Mahdia,9/15/2021 10:45,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,9.8,GASOIL,16,1,ROYAUME-UNI,TRACTOPELLE,10422,,Proprietaire
Mahdia,10/4/2021 15:33,MAHINDRA,MAHINDRA SX,2 Essieus,TRACTOPELLE,7.975,GASOIL,14,1,INDE,TRACTOPELLE,10668,,Locataire Leasing
Mahdia,9/5/2022 9:05,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,8.43,GASOIL,18,1,FRANCE,TRACTOPELLE,15412,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,10/6/2022 8:58,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,9.3,GASOIL,16,1,ITALIE,TRACTOPELLE,15314,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,10/13/2022 10:40,CATERPILLAR,CATERPILLAR 428,2 Essieus,TRACTOPELLE,7.96,GASOIL,18,1,USA,TRACTOPELLE,15328,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,1/3/2023 10:01,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,31912,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,1/26/2023 15:41,MAHINDRA,MAHINDRA VX,2 Essieus,TRACTOPELLE,8.295,GASOIL,14,1,INDE,TRACTOPELLE,32063,-TRAVAUX PUBLICS,Proprietaire
Mahdia,3/2/2023 8:19,CATERPILLAR,CATERPILLAR 426F2,2 Essieus,TRACTOPELLE,8.76,GASOIL,18,1,USA,TRACTOPELLE,34179,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,3/30/2023 7:37,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.765,GASOIL,18,1,TURQUIE,TRACTOPELLE,34189,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,11/16/2023 16:25,MAHINDRA,MAHINDRA SX,2 Essieus,TRACTOPELLE,7.745,GASOIL,14,1,INDE,TRACTOPELLE,46017,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,12/25/2023 15:44,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,8.105,GASOIL,18,1,FRANCE,TRACTOPELLE,47136,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,4/24/2024 15:04,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,53159,-TRAVAUX PUBLICS,Locataire Leasing
