Ville,Date,Marque,Modèle,Essieus,CARROSSERIE,PTAC,ENERGIE,PUISSANCE,Places assises,PAYS,TYPE,Numéro ligne,USAGE,QUALITE
Mahdia,5/7/2024 14:02,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,53845,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,5/7/2024 14:24,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,53849,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,6/24/2024 12:01,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,55870,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,8/28/2024 12:54,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,8.105,GASOIL,18,1,FRANCE,TRACTOPELLE,58681,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,9/11/2024 8:43,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,59799,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,9/20/2024 15:35,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,7.975,GASOIL,16,1,ITALIE,TRACTOPELLE,60176,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,10/18/2024 11:15,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,61428,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,11/18/2024 8:40,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,8.105,GASOIL,18,1,FRANCE,TRACTOPELLE,63691,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,1/9/2025 14:20,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,67016,-TRAVAUX PUBLICS,Proprietaire
Mahdia,3/7/2025 9:24,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,70716,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,5/9/2025 10:20,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,74098,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,5/9/2025 10:24,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,74095,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,5/30/2025 14:57,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,74069,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,7/31/2025 10:25,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,77378,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,9/29/2025 16:22,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,81628,-TRAVAUX PUBLICS,Proprietaire
Mahdia,10/29/2025 15:27,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,83778,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,11/26/2025 0:00,MECALAC,MECALAC TLB880,2 Essieus,TRACTOPELLE,7.715,GASOIL,18,1,FRANCE,TRACTOPELLE,85851,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,12/23/2025 9:53,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,87463,-TRAVAUX PUBLICS,Locataire Leasing
Mahdia,2/6/2026 14:26,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,0,GASOIL,16,1,ITALIE,TRACTOPELLE,92277,-TRAVAUX PUBLICS,Locataire Leasing
Manouba,2/8/2021 14:09,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,0,GASOIL,16,1,ITALIE,TRACTOPELLE,34,,Locataire Leasing
Manouba,5/20/2021 14:34,BOBCAT,BOBCAT B730R,2 Essieus,TRACTOPELLE,8.255,GASOIL,18,1,USA,TRACTOPELLE,25,,Proprietaire
Manouba,4/13/2022 8:55,CATERPILLAR,CATERPILLAR 426F2,2 Essieus,TRACTOPELLE,8.76,GASOIL,18,1,USA,TRACTOPELLE,15338,,Locataire Leasing
Manouba,1/5/2024 11:59,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,9.3,GASOIL,16,1,ITALIE,TRACTOPELLE,48371,-TRAVAUX PUBLICS,Locataire Leasing
Manouba,2/7/2024 0:00,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,49377,-TRAVAUX PUBLICS,Locataire Leasing
Manouba,7/23/2024 11:12,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,7.975,GASOIL,16,1,ITALIE,TRACTOPELLE,57462,-TRAVAUX PUBLICS,Locataire Leasing
Manouba,8/26/2024 12:05,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,58377,-TRAVAUX PUBLICS,Locataire Leasing
Manouba,7/21/2025 11:10,ESCORTS LIMITED,ESCORTS LIMITED DIGMAX II,2 Essieus,TRACTOPELLE,10.78,GASOIL,17,1,INDE,TRACTOPELLE,77359,-TRAVAUX PUBLICS,Proprietaire
Manouba,10/1/2025 18:05,SDLG,SDLG B877F,2 Essieus,TRACTOPELLE,8,GASOIL,19,1,CHINE,TRACTOPELLE,84270,-TRAVAUX PUBLICS,Proprietaire
Manouba,10/3/2025 10:55,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,8.115,GASOIL,18,1,USA,TRACTOPELLE,83755,-TRAVAUX PUBLICS,Locataire Leasing
Manouba,10/16/2025 16:35,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,83779,-TRAVAUX PUBLICS,Locataire Leasing
Manouba,11/14/2025 0:00,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,7.865,GASOIL,18,1,ROYAUME-UNI,TRACTOPELLE,85607,-TRAVAUX PUBLICS,Proprietaire
Manouba,11/17/2025 0:00,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,85611,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,1/7/2021 16:29,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.765,GASOIL,18,1,TURQUIE,TRACTOPELLE,5410,,Locataire Leasing
Medenine,1/29/2021 12:52,NEW HOLLAND,NEW HOLLAND B90B,2 Essieus,TRACTOPELLE,8.73,GASOIL,18,1,ITALIE,TRACTOPELLE,10954,,Locataire Leasing
Medenine,3/12/2021 14:16,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,0,GASOIL,16,1,ITALIE,TRACTOPELLE,35,,
Medenine,9/15/2021 9:39,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,9.8,GASOIL,16,1,ROYAUME-UNI,TRACTOPELLE,10418,,Proprietaire
Medenine,9/15/2021 9:46,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,9.8,GASOIL,16,1,ROYAUME-UNI,TRACTOPELLE,10426,,Proprietaire
Medenine,10/4/2021 11:01,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,30,,Locataire Leasing
Medenine,3/1/2022 10:39,MAHINDRA,MAHINDRA SX,2 Essieus,TRACTOPELLE,7.98,GASOIL,14,1,INDE,TRACTOPELLE,15403,-TRAVAUX PUBLICS,Proprietaire
Medenine,4/14/2022 9:22,CATERPILLAR,CATERPILLAR 426F2,2 Essieus,TRACTOPELLE,8.76,GASOIL,18,1,USA,TRACTOPELLE,15336,,Locataire Leasing
Medenine,4/28/2022 13:38,NEW HOLLAND,NEW HOLLAND B80B,2 Essieus,TRACTOPELLE,7.74,GASOIL,16,1,ITALIE,TRACTOPELLE,15428,,Locataire Leasing
Medenine,6/7/2022 15:28,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.77,GASOIL,18,1,TURQUIE,TRACTOPELLE,15358,,Locataire Leasing
Medenine,6/20/2022 16:14,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,15309,,Locataire Leasing
Medenine,6/22/2022 11:29,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,15308,,Locataire Leasing
Medenine,10/25/2022 8:39,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,8.43,GASOIL,18,1,FRANCE,TRACTOPELLE,15408,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,10/25/2022 16:00,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,8.43,GASOIL,18,1,FRANCE,TRACTOPELLE,15407,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,1/5/2023 10:20,CATERPILLAR,CATERPILLAR 426F2,2 Essieus,TRACTOPELLE,8.76,GASOIL,18,1,USA,TRACTOPELLE,31916,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,1/10/2023 15:11,CATERPILLAR,CATERPILLAR 426F2,2 Essieus,TRACTOPELLE,8.76,GASOIL,18,1,USA,TRACTOPELLE,31917,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,12/27/2023 14:17,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,47036,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,4/3/2024 13:11,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,52202,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,10/21/2024 11:10,CATERPILLAR,CATERPILLAR 428,2 Essieus,TRACTOPELLE,7.955,GASOIL,18,1,USA,TRACTOPELLE,61432,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,10/29/2024 8:57,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,8.105,GASOIL,18,1,FRANCE,TRACTOPELLE,61677,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,11/11/2024 16:28,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,63432,-TRAVAUX PUBLICS,Proprietaire
Medenine,11/15/2024 14:58,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,0,GASOIL,18,1,USA,TRACTOPELLE,63375,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,2/13/2025 10:30,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,68936,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,4/22/2025 17:40,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,8.115,GASOIL,18,1,USA,TRACTOPELLE,72319,-TRAVAUX PUBLICS,
Medenine,5/28/2025 17:28,CATERPILLAR,CATERPILLAR 428,2 Essieus,TRACTOPELLE,7.955,GASOIL,18,1,USA,TRACTOPELLE,74073,-TRAVAUX PUBLICS,Proprietaire
Medenine,8/7/2025 12:57,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,8.115,GASOIL,18,1,USA,TRACTOPELLE,79584,-TRAVAUX PUBLICS,Proprietaire
Medenine,9/18/2025 12:12,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,81655,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,10/29/2025 15:25,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,83781,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,11/10/2025 0:00,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,85693,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,11/19/2025 0:00,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,85570,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,12/23/2025 12:03,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,7.975,GASOIL,16,1,ITALIE,TRACTOPELLE,87894,-TRAVAUX PUBLICS,Proprietaire
Medenine,12/25/2025 9:09,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,87581,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,1/2/2026 10:19,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,8.115,GASOIL,18,1,USA,TRACTOPELLE,89940,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,1/7/2026 15:14,RIGOR,RIGOR HD100,2 Essieus,TRACTOPELLE,0,GASOIL,18,1,INDE,TRACTOPELLE,89938,-TRAVAUX PUBLICS,Locataire Leasing
Medenine,1/28/2026 15:56,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,90053,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,2/2/2021 11:24,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,9.975,GASOIL,18,1,FRANCE,TRACTOPELLE,10885,,Locataire Leasing
Monastir,5/5/2021 10:12,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.765,GASOIL,18,1,TURQUIE,TRACTOPELLE,5416,,Locataire Leasing
Monastir,5/28/2021 12:19,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.765,GASOIL,18,1,TURQUIE,TRACTOPELLE,5418,,Locataire Leasing
Monastir,6/3/2021 0:00,MAHINDRA,MAHINDRA SX,2 Essieus,TRACTOPELLE,8.5,GASOIL,14,1,INDE,TRACTOPELLE,10666,,Locataire Leasing
Monastir,8/19/2021 9:14,CATERPILLAR,CATERPILLAR 426F2,2 Essieus,TRACTOPELLE,8.76,GASOIL,18,1,USA,TRACTOPELLE,54,,Locataire Leasing
Monastir,8/26/2021 9:17,CUKUROVA,CUKUROVA 883,2 Essieus,TRACTOPELLE,9.5,GASOIL,18,1,TURQUIE,TRACTOPELLE,469,,Locataire Leasing
Monastir,11/3/2021 11:15,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.765,GASOIL,18,1,TURQUIE,TRACTOPELLE,5424,,
Monastir,12/27/2021 11:49,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.765,GASOIL,18,1,TURQUIE,TRACTOPELLE,5425,,Locataire Leasing
Monastir,1/11/2022 15:49,MAHINDRA,MAHINDRA SX,2 Essieus,TRACTOPELLE,7.98,GASOIL,14,1,INDE,TRACTOPELLE,15405,-TRAVAUX PUBLICS,Proprietaire
Monastir,3/29/2022 14:51,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.77,GASOIL,18,1,TURQUIE,TRACTOPELLE,15367,-INDUSTRIEL,Locataire Leasing
Monastir,7/20/2022 8:12,MAHINDRA,MAHINDRA SX,2 Essieus,TRACTOPELLE,8.05,GASOIL,14,1,INDE,TRACTOPELLE,15400,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,11/29/2022 15:44,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,8.43,GASOIL,18,1,FRANCE,TRACTOPELLE,15439,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,3/30/2023 9:56,MAHINDRA,MAHINDRA SX,2 Essieus,TRACTOPELLE,7.975,GASOIL,14,1,INDE,TRACTOPELLE,34382,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,4/25/2023 10:39,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,35751,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,5/16/2023 10:57,ESCORTS LIMITED,ESCORTS LIMITED DIGMAX II,2 Essieus,TRACTOPELLE,10.78,GASOIL,17,1,INDE,TRACTOPELLE,36871,-TRAVAUX PUBLICS,Proprietaire
Monastir,11/28/2023 8:47,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,45895,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,1/15/2024 14:33,CUKUROVA,CUKUROVA 883,2 Essieus,TRACTOPELLE,7.895,GASOIL,18,1,TURQUIE,TRACTOPELLE,48144,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,2/13/2024 0:00,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,8.115,GASOIL,18,1,USA,TRACTOPELLE,49322,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,4/22/2024 14:18,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,53034,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,4/25/2024 16:12,SDLG,SDLG B877F,2 Essieus,TRACTOPELLE,8,GASOIL,19,1,CHINE,TRACTOPELLE,53236,-TRAVAUX PUBLICS,Proprietaire
Monastir,8/26/2024 9:19,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,58373,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,9/17/2024 13:35,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,59821,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,10/24/2024 9:29,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,8.115,GASOIL,18,1,USA,TRACTOPELLE,61431,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,1/8/2025 10:52,JCB,JCB 3DX,2 Essieus,TRACTOPELLE,12.51,GASOIL,18,1,ROYAUME-UNI,TRACTOPELLE,67015,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,2/19/2025 10:53,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,68907,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,7/8/2025 8:47,CASE,CASE 580 V,2 Essieus,TRACTOPELLE,8.085,GASOIL,18,1,ITALIE,TRACTOPELLE,77369,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,7/21/2025 11:05,ESCORTS LIMITED,ESCORTS LIMITED DIGMAX II,2 Essieus,TRACTOPELLE,10.78,GASOIL,17,1,INDE,TRACTOPELLE,77358,-TRAVAUX PUBLICS,Proprietaire
Monastir,8/29/2025 13:46,CATERPILLAR,CATERPILLAR 426,2 Essieus,TRACTOPELLE,8.115,GASOIL,18,1,USA,TRACTOPELLE,79585,-TRAVAUX PUBLICS,Proprietaire
Monastir,9/16/2025 16:26,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,81651,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,9/30/2025 14:18,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,81659,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,10/31/2025 14:10,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,83754,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,11/17/2025 0:00,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,85616,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,11/20/2025 0:00,CUKUROVA,CUKUROVA 883,2 Essieus,TRACTOPELLE,7.895,GASOIL,18,1,TURQUIE,TRACTOPELLE,85576,-TRAVAUX PUBLICS,Proprietaire
Monastir,11/26/2025 0:00,CATERPILLAR,CATERPILLAR 428,2 Essieus,TRACTOPELLE,7.955,GASOIL,18,1,USA,TRACTOPELLE,85575,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,1/6/2026 9:21,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,90052,-TRAVAUX PUBLICS,Locataire Leasing
Monastir,1/13/2026 14:34,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,8.105,GASOIL,18,1,FRANCE,TRACTOPELLE,90220,-TRAVAUX PUBLICS,Locataire Leasing
Nabeul,1/21/2021 15:28,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,9.975,GASOIL,18,1,FRANCE,TRACTOPELLE,10884,,Locataire Leasing
Nabeul,3/10/2021 14:50,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,9.8,GASOIL,16,1,ROYAUME-UNI,TRACTOPELLE,10411,,
Nabeul,3/19/2021 10:57,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,0,GASOIL,16,1,ITALIE,TRACTOPELLE,36,,
Nabeul,9/13/2021 11:00,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,9.975,GASOIL,18,1,FRANCE,TRACTOPELLE,10893,,Locataire Leasing
Nabeul,10/6/2021 15:06,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,0,GASOIL,16,1,ITALIE,TRACTOPELLE,41,,Locataire Leasing
Nabeul,12/1/2021 9:36,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,7.315,GASOIL,18,1,ROYAUME-UNI,TRACTOPELLE,10438,,Proprietaire
Nabeul,12/6/2021 15:31,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.765,GASOIL,18,1,TURQUIE,TRACTOPELLE,5430,,Proprietaire
Nabeul,12/9/2021 10:40,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,7.315,GASOIL,18,1,ROYAUME-UNI,TRACTOPELLE,10440,,Proprietaire
Nabeul,12/31/2021 10:39,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,9.3,GASOIL,16,1,ITALIE,TRACTOPELLE,43,,Locataire Leasing
Nabeul,12/31/2021 10:48,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,9.3,GASOIL,16,1,ITALIE,TRACTOPELLE,44,,Proprietaire
Nabeul,1/11/2022 11:03,JCB,JCB 3CX,2 Essieus,TRACTOPELLE,7.32,GASOIL,18,1,ROYAUME-UNI,TRACTOPELLE,15386,-INDUSTRIEL,Locataire Leasing
Nabeul,1/17/2022 11:06,CATERPILLAR,CATERPILLAR 426F2,2 Essieus,TRACTOPELLE,8.76,GASOIL,18,1,USA,TRACTOPELLE,15340,-TRAVAUX PUBLICS,Locataire Leasing
Nabeul,3/2/2022 15:32,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,9.3,GASOIL,16,1,ITALIE,TRACTOPELLE,15325,-TRAVAUX PUBLICS,Locataire Leasing
Nabeul,3/10/2022 9:17,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,15311,-TRAVAUX PUBLICS,Proprietaire
Nabeul,3/11/2022 10:10,JCB,JCB 3DX,2 Essieus,TRACTOPELLE,12.51,GASOIL,18,1,ROYAUME-UNI,TRACTOPELLE,15384,-TRAVAUX PUBLICS,Proprietaire
Nabeul,5/27/2022 15:37,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.77,GASOIL,18,1,TURQUIE,TRACTOPELLE,15360,-TRAVAUX PUBLICS,Locataire Leasing
Nabeul,6/24/2022 11:34,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.77,GASOIL,18,1,TURQUIE,TRACTOPELLE,15354,,Locataire Leasing
Nabeul,6/24/2022 15:46,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.77,GASOIL,18,1,TURQUIE,TRACTOPELLE,15353,,Locataire Leasing
Nabeul,8/18/2022 11:39,MST,MST M542,2 Essieus,TRACTOPELLE,9.7,GASOIL,18,1,TURQUIE,TRACTOPELLE,15419,-TRAVAUX PUBLICS,Locataire Leasing
Nabeul,9/6/2022 15:56,MST,MST M542,2 Essieus,TRACTOPELLE,9.7,GASOIL,18,1,TURQUIE,TRACTOPELLE,15418,-AGRICOLE,Locataire Leasing
Nabeul,10/17/2022 10:34,CASE,CASE 570ST,2 Essieus,TRACTOPELLE,9.3,GASOIL,16,1,ITALIE,TRACTOPELLE,15313,-TRAVAUX PUBLICS,Proprietaire
Nabeul,12/29/2022 13:33,CUKUROVA,CUKUROVA 880S,2 Essieus,TRACTOPELLE,7.745,GASOIL,18,1,TURQUIE,TRACTOPELLE,15891,-TRAVAUX PUBLICS,Proprietaire
Nabeul,1/12/2023 11:29,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.765,GASOIL,18,1,TURQUIE,TRACTOPELLE,31926,-TRAVAUX PUBLICS,Locataire Leasing
Nabeul,3/8/2023 14:05,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.765,GASOIL,18,1,TURQUIE,TRACTOPELLE,34190,-TRAVAUX PUBLICS,Locataire Leasing
Nabeul,3/31/2023 13:11,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.765,GASOIL,18,1,TURQUIE,TRACTOPELLE,34191,-TRAVAUX PUBLICS,Proprietaire
Nabeul,6/20/2023 8:46,MECALAC,MECALAC TLB890,2 Essieus,TRACTOPELLE,8.105,GASOIL,18,1,FRANCE,TRACTOPELLE,38496,-TRAVAUX PUBLICS,Proprietaire
Nabeul,6/26/2023 15:05,KOMATSU,KOMATSU WB93R-5,2 Essieus,TRACTOPELLE,9,GASOIL,18,1,JAPON,TRACTOPELLE,38369,-TRAVAUX PUBLICS,Locataire Leasing
Nabeul,10/31/2023 15:11,CUKUROVA,CUKUROVA 883,2 Essieus,TRACTOPELLE,7.895,GASOIL,18,1,TURQUIE,TRACTOPELLE,44620,-TRAVAUX PUBLICS,Locataire Leasing
Nabeul,2/2/2024 0:00,BULL,BULL HD 100,2 Essieus,TRACTOPELLE,9.24,GASOIL,18,1,INDE,TRACTOPELLE,49318,-TRAVAUX PUBLICS,Locataire Leasing
Nabeul,3/11/2024 11:00,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,51087,-TRAVAUX PUBLICS,Locataire Leasing
Nabeul,5/7/2024 14:05,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,53846,-TRAVAUX PUBLICS,Locataire Leasing
Nabeul,9/5/2024 9:44,HIDROMEK,HIDROMEK 102B,2 Essieus,TRACTOPELLE,8.665,GASOIL,18,1,TURQUIE,TRACTOPELLE,59826,-TRAVAUX PUBLICS,Locataire Leasing
